NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025;Q026;Q027
180008322448;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;D;F;4;A;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180008329838;2018;11;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;H;F;F;7;B;A;B;C;A;A;A;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180008339229;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;378.8;533.7;463.4;466.5;CACCACBABBCDCECDACDEBACEBDAEBDBDABDCABDAADECB;CEDDADCCADECADEBAECAECBDEABCAECDCDBBABAAAEEAD;99999ECCBBAAEBAEBEACBBABADCABDEABADAEADBBDAAEEACAB;BDEAADEDACBBBCEBDCDDDCAEDCACACCBBAAAADAEADDAE;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;140;120;180;140;140;720;E;E;D;D;6;B;A;B;C;B;B;B;A;A;A;B;A;A;B;A;B;E;A;B;A;B;A
180008344176;2018;3;F;0;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;413.9;478;564.7;384.2;BBACACEEADBDCACEDCBAAEBBCDBABCAEDBDACCEEDBEAC;EBBDADEDBABDBBDDCEACCABBADBAAECAEDDABEBADAECE;CCACB99999DCCAAECCAABBBDABECEEBDBBBABAAABEEBACEBAC;DEDBACEDCCEABABDEAACDBC.ADECCAEDDECEABBACCEAC;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;160;120;160;140;120;700;E;F;D;B;3;C;A;B;C;B;B;B;A;B;A;B;A;A;E;B;B;B;A;B;B;B;A
180008347473;2018;2;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;442.3;466.9;500.5;671.6;BEBAABCBACDDABBBEBCECCCDACEDBBCAAEDCEBBAAEEEA;ABDDADBDAAECCCCBEACCEACBAADDCEEAEEDCCAADCBBDB;99999ECEAECDACBBBEAEDACACBEBCDEBDBDCDBBBACEDCBDECB;ADDBABABCDADCEBBCBDAEDCBAACEACDEAAECCDEDBAABA;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;120;120;100;120;80;540;E;E;C;B;5;B;A;B;B;A;A;B;A;B;A;A;A;A;B;B;A;D;A;A;B;B;A
180008360055;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;565.2;626.8;463.1;454;BCAEEAEDBDABBECECEDEBDEBAADACCCACADCBCCAAACBE;ADDCAABAAADCBEEEADEAEBEBEECDCACEECEBBBDAAEBCE;CDBAD99999DCBDBEBEBBAAECBDADBEBAEBCAADDCDCBBAABEAB;EBBABDBACDDEDDECEDEEEBABEBABBECCDBDDADAAEBCDB;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;160;120;120;140;80;620;D;E;B;C;4;D;A;B;C;A;A;A;A;A;A;A;A;A;B;B;A;D;A;A;A;B;A
180008394599;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;527.2;582.9;582.8;634;EBAECACBBCACBCEBADBDDCECADBABECCAADABEBBECCEC;BDACACEABEACBDEDAEADDDCDACABEBCCEECCBCEBAEDCC;CBBAE99999ECEDBDBECAEAECDBEADADBCCBCDCEBAAADCBCACD;BBDDAEDBEDADDECBDBDDEDADCBCCBADD.CACB*EAEBBBC;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;160;140;140;140;60;640;E;E;B;D;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180008410604;2018;2;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;639.3;647.6;596.7;716.4;ACADEDEBCBABBEECABDDBBEDBCCAECAACCCEBCBDDECBE;ACDCAABADEABBCEECECBBBEBEEABEEEAECEBCDCBAECCB;99999BCDAEACDCBBEECDEBACABDEBADDCCBCECBCECDDCAEAED;ACAEACABDAADABDEBBDCEDEBCEDDEADDEABDEDBDCCDCB;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;160;180;160;180;180;860;E;E;B;B;4;D;A;B;C;A;B;B;A;B;A;A;A;A;C;B;A;E;A;B;B;B;B
180008411622;2018;3;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;386.2;541.3;570.6;573.4;DBAABECEAACBCECABEDAABCDEABCDEDEACCAABBBACBAD;DEBCDBDEDDBCBAAAACCACBBAAEAAADBAABBAADAAAEECE;BCEAB99999EADBABAAABCBADEBBAEBBDCECDBBDBBEADACBBAC;BCEAAEBDECAECACBBECADBDBADECABCEEACAADAABBDEA;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;120;120;100;140;600;D;E;B;B;2;B;A;C;C;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B;B;A
180008412657;2018;3;F;0;3;1;2;0;1;1;0;1301902;Itacoatiara;13;AM;1;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;E;F;D;4;B;A;B;D;A;A;B;A;B;A;A;A;A;B;B;A;C;A;B;A;B;A
180008431919;2018;3;M;0;1;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;530.6;579;504.9;529.2;CADDEEDDBBBCBCAEBADCDAECDEBEEBABACDDDADEDBAEE;EECCABBBCDCDBCAEAECDBAEAAAABEDECAAEDACBAAEDAD;CBBEB99999ABACBBBEEEEBEADEBEBADDCCBDACBAABBBEACDAB;CCADAEDDCDABDACBEBABECCAAEDECDCABCBCBBBADDCBB;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;140;120;140;120;40;560;E;F;C;B;5;G;A;B;D;A;C;B;B;B;A;A;A;A;B;B;B;D;A;B;B;B;A
180008446736;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;380.5;435;423.9;394.3;BECBDEDCDABECBAACECDAEDEACBDBCBACBEDBBEDCCECA;AAECBAEABBAADAAAEDAEDEADEDACADBABBCEABBEAADBA;99999DEEBCADEADBABDBBAEAADDBAEADBCCDCADDABACCAAAAB;DCECBCACACBDDDCBCDEBCCDCDDCBEADCEBCDBAAEBACAC;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;120;120;120;120;60;540;H;E;B;B;5;B;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180008447052;2018;3;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;515.3;530.4;498.3;508.2;ECAEBBBBCCDCABEAADDCCAAECBDAABEEECABECBCBBACA;BEAADEEAAAAADCBADCEEBAAEDCAADBBCDBADAACEBEBBB;CCAEC99999ABBABEBAACBADCAAAABBDBBBCCDCEBACBACDDACC;BDDBBEADDCEBBADABBAACDCAEDDEBDBCACDEECDACDABE;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;120;80;120;80;520;B;E;A;B;7;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;B;A;A;A;B;A
180008455688;2018;2;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;576.6;662.8;621.1;588.5;EBCABCAEDAABEDDDBCDBACDAADCCDEBEDCEBCACECBCEB;ECCABEBEDAECEDABBCCEEABBEADDEBEEDEDCABBDDEBEE;BCDAB99999DADEAECADBABADBBEADABCBBCDBDCDAEEDECABBC;DEBDDEDEAAECEDBDBDDACECDBBDDCEBCABDBCDECBCDCA;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;160;120;140;160;80;660;E;E;B;C;4;D;A;C;D;A;B;B;B;B;A;A;A;A;B;B;A;D;A;A;A;B;A
180008462101;2018;3;M;0;1;2;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;426.7;433.4;482.6;406;AEADCABEDEBAACABAACBBBAAABCABDACBAAAAACBBABCD;ABADDEBABCBDBABAACBCCADADABCBAABBAAABBCBADBBC;99999ADEABEAACCEBCBAEABAABAEABAAAABCCDEACADEAAABCA;AABCABACAADBBBAADADABAABBAEADBCAABBBEADADAABA;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;100;120;100;120;0;440;E;B;C;A;6;B;A;B;A;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B;B;A
180008470748;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;E;A;A;4;A;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;B;A
180008491853;2018;2;F;0;3;2;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;576.2;619.1;542.8;442.2;CDDEBACBBADACEDDDEBDEEDBDABDAEEBAADBECEBEBAEC;BADCAECADAEAEAECBCEDCAEEBCECEECADEEDBCCDBEEAC;99999EBBDCCBAEDAAACCADCBBCCEDAABADABBEABADCDCADDCB;BCCBEBDEAADCBDADCDDDEDAAADAEECABEADCAACBEDCBD;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;40;40;120;40;360;E;E;A;F;5;B;A;B;C;A;B;B;A;B;A;A;A;A;C;A;A;D;A;A;A;B;A
180008502054;2018;3;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;546.4;570.1;521.8;402.9;EDEBEECBBDACBACEADDEBCACEDBCABEDAEDBAACEBAEBC;EDBCCEBECACAEBEBAEBDECADEEDBCACA*ACABBBAEEBAC;99999EBDEBACECEBDEBAECEABDEEDDADBBECEABAACBBCBCDAE;ABACADEADEEEAACDEECDBAAAACEACDDDCBBAADBACABEE;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;100;120;120;80;20;440;H;E;B;B;4;B;A;B;B;A;A;B;A;B;A;A;A;A;A;B;A;B;A;A;B;B;A
180008502303;2018;2;F;0;1;1;2;0;4;1;0;1301902;Itacoatiara;13;AM;4;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;610.1;623.6;630.7;563.3;BCAEEBACBDACBEEDCDDCBACEBDBECCADDADDBABEACEBC;BABCACBBABECBDADADBBDEEAEECBADACBCEBBCBDAEADA;CBEDA99999ECADEDBECBEAACABDADDDDCBBCDBBBACABBBECDD;AADECCBBADACBDADEACCECDBACDDBEABBCADDECBBCADE;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;140;140;140;140;100;660;E;D;E;D;3;H;A;E;D;C;B;B;A;B;A;B;A;A;D;B;B;D;A;B;B;B;D
180008506700;2018;4;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;432.5;431.5;414.2;443;CBCEDADAAABABEBABEADEACCCBEEADBAACEEDDDEBA*CA;EBBABEEACCAACEEAEABBCEEBDABECADBCAEEABCAAAECE;EEDAD99999CAAABEDBEABBEBADCAAEDCADACAADBBAAEECADAA;AEEDDBADAACECCAAAADADECEABDBEACEEAEAACABBBECE;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;60;40;40;60;0;200;C;C;A;A;8;C;A;B;C;A;A;A;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180008515022;2018;11;F;0;5;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;A;A;7;C;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180008518139;2018;7;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;365.9;492.2;375.6;476.5;DBDEBBBAACBBBCCACBCDDCDBAEABDBAEAACCACDAADBCA;BEEDBBBEDDABAAABCCDBCDACBAEACDEADCDAEBABACCBC;CAAAA99999BBBCBEEAEDAABCBABADEDAACAAECBAEEBABDBEAB;DCAADCDCADBBDADCDDEAECADCBABCACDBABCBDAADACAB;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;100;120;120;120;60;520;B;B;A;A;8;C;A;C;B;A;A;B;A;B;A;A;A;A;A;A;A;C;A;A;A;B;A
180008526491;2018;4;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;447;452;456;459;418.2;498.6;425;472.5;ACBAAEEBCCBDBBDDBCBAEBEAEADAAADECABEABABBBEBC;ACCCABCDEEADBAECABCCECAACEBDDBDDABADCCCBAECAB;99999ACAAEABACBBBABEDBBDBADABACEBCBABBDDADECBADAAA;BBEAABDEEADBAAECACAABBAAEDCCCEADDDEDBBCEDABBA;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1;120;120;100;120;40;500;D;D;F;F;6;B;A;D;D;A;B;B;A;B;A;A;A;A;B;A;B;B;A;B;B;B;A
180008530184;2018;2;F;0;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;445.5;532;526.9;475.9;BCDBBDBDCEEACBDCBBDEBBECABAACACABBDCBBDACBCCA;BDBACCCAEBBABEAEBCEBABCAAECACABABBCDAAACBBCCA;ADABD99999CECBABADABAADCCABEADACAEDAABACDABCCBBABE;BAACBAABBBBDADDCAAAEADABCACBDAEBDCAECCAABACBD;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;120;40;40;80;20;300;C;C;B;B;5;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180008532968;2018;7;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;0;0;1;449;;;462;406.7;;;385.1;BCCCAECAEDBBDACBCBDEBCABEEBDDCACCDADAEDBBADEB;;;BBCDAECAECAEDABEDBDABAACDCAEBCABCDBEACCACDBDC;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;;;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;;;;;;;;B;D;A;A;4;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180008541924;2018;3;F;;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;448;454;457;460;432.9;520.6;522.2;443.8;EBDEBEEBBCBAEECBEACABCEACEDCEABECBCCCDEEAECAE;DEDADBBAADCEEDDDEDCDDDABEAACEEEBDAEBDBBDADCCA;99999BBCECACACDABDBBCAEBBBDEBEDCACCCEACACCBDABEDAB;DBCACADCBEABAAADAEABBAEADEEDEBEEEBDEADBAECCBA;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1;160;120;100;140;80;600;E;E;B;B;6;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B;B;A
180008542178;2018;3;F;0;0;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;F;F;5;B;A;B;C;A;A;A;A;A;A;A;A;A;B;B;A;B;A;A;A;B;A
180008543712;2018;3;F;0;3;1;2;0;1;1;0;1301902;Itacoatiara;13;AM;1;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;471.4;470.6;573.1;472.8;ACBADABBEBDDBAAABDEBDBCDCCBADDBEABCECCDEEEADD;CBCBCEEAACDBCBBAAECBAABCBCEADCCCADAAADBBCBEED;BBEEC99999CACBDCECADDCEDCDEEECECAAEDCBCBBBEAAACBBA;BDADCBECAAABEEECABACDDDEBEDACCBCBADCEBAECBACE;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;160;120;120;120;100;620;C;E;B;C;2;B;A;B;C;A;B;B;B;B;A;A;A;A;B;B;A;C;A;B;B;B;C
180008546202;2018;3;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;413.5;506.3;403.9;503.4;BABCDAABCABBDADABAEABDECCBCECEDADBACDCBBAABEA;BACADBBCEABEDDACCBDCABAEACAEBDEBCAADCADBECBCD;ECEBC99999AECEEAECBDDCCADDCACBADAACAABAADBDAABCEAA;BEDCECABADEBAADBABDEEBDBCEBBAABBDDBCDECCDBCBA;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1;100;120;140;120;80;560;E;D;B;B;4;B;A;B;D;A;B;B;A;B;B;B;A;A;D;B;B;E;A;B;B;B;A
180008548779;2018;4;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;F;B;C;2;A;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A;B;A
180008554121;2018;3;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;450;453;458;461;497.7;586.1;648;517.6;ABABCCBACDCBBBCABCDBAABEBDBCBEDAABCDCAECBBDCB;EBCBDAAADDBCAABADECAEDEBBEABCDAEDCCCACBBEADCB;99999DDCABACDCBECEEBABEDBBBCEABCBBCABDADAAEDACABCB;CADAEEACDBBDECCBBBDEDDCDBBBAEACDDAABADECCEDAB;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1;140;40;40;120;40;380;E;E;C;C;4;F;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;A;B;B
180008557787;2018;2;F;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;449;451;455;462;435.9;465.9;409.8;377.9;CBECABECDACBADBABCDEDDEACBDAEBCEDABEADBCDAEDA;ACEBCBDCCDAEBCDAEDAACEBDEBCAEBADCEADBECEBDABE;ECDBD99999DACBDAEAADCDEABEAAAECBDDAEBDACDCADABEACD;AEABECBECDCEDAEDEBCAAEACDBECADBACBEDEBDACECAD;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;6;0;0;0;0;0;0;E;E;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;A
180008558907;2018;5;M;0;3;1;2;0;2;1;0;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;B;C;5;C;A;B;C;A;B;B;A;B;A;B;A;A;B;B;A;C;A;A;B;B;A
