NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ESCOLA;TP_ENSINO;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
180007225944;2018;3;F;0.0;0;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;449.0;451.0;455.0;462.0;569.5;525.8;503.8;442.4;ACEAAAACEDBBDCAABBBDDDADCBAADBCBDEEAEABDAADDD;ACACBBCACBBEBEEBDEDCAAABACBACABBEAAAABCAADBBA;DBEBC99999DABCDBBCBBDDBCEABEAAEBACCCABDAECAEBECAAA;BAEEBEAECABECCADADAABAADBEEABADDDADDDDCABBCAB;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1.0;120.0;120.0;120.0;120.0;100.0;580.0;B;E;F;C;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;A
180007233376;2018;2;F;0.0;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;449.0;451.0;455.0;462.0;420.7;538.4;371.4;381.6;BDEDDBADBECBBDDAAEDCDECACCCCCCBCCBCACDEAAEABB;AAACBDAEEBAADBDEACCCADABAEBABAECECBDAAABCBECA;DDCAC99999CBADBACACADEBAEEADACAEBDBBEAAECEDCCEAABE;DADDBCACCDDEBEBDBDEDBBCEBACBBDABCAEACBBDDCAEA;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1.0;120.0;60.0;60.0;120.0;40.0;400.0;D;D;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
180007237720;2018;3;F;0.0;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;447.0;452.0;456.0;459.0;548.0;532.5;522.8;546.7;BDDBABDACECEACECBEBBCBAEBACEAEECACDBBDEEDBBDE;CECBCEEAABDBCAECEDECDEDEECACDDCADDDAADAADAEBE;99999CBCBBABDADDCDDBBACBDCDABCCBBECEECABAECADEACCC;DECBAECCBADEDDEEBABCBBAAEDAEBADEAECEEACADDADE;1;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1.0;160.0;160.0;140.0;140.0;120.0;720.0;E;E;B;B;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;B;A;C;A;A;A
180007238291;2018;4;M;0.0;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;448.0;454.0;457.0;460.0;469.7;472.1;383.4;447.1;EAEEEAEDBCABBEABAECEBDABDABEEEABCACABAAAAAABE;DEEACDDABDEEEAAEADAEAAABEAEAAADADAEDAAADAABDC;99999EDAAACBBBCAEEBCACEADEBBEAAAEAEEAEECBAECDEEEBB;EBAACDBEADADDADBEDECBBEADAAEBBCDDEACADEABBBAD;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1.0;120.0;100.0;120.0;140.0;60.0;540.0;C;C;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
180007249626;2018;4;F;0.0;1;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;449.0;451.0;455.0;462.0;399.3;492.7;422.5;502.7;CCBABABAEABCADAEACEEDAEAAEDCAAAAACACBEEBACDEA;ABBEACDABDCADAAACEADAACBDBDDCAECDDABDACBAABCE;99999AEEDDABEBEAAAECABDACACAAEABEEEEEBAEECECCEBDBB;BCEEEEAACAEACEADADEAACECADDEDEEAADEEEBAAEADCD;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1.0;140.0;120.0;140.0;160.0;60.0;620.0;C;E;A;B;3;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
180007250780;2018;3;M;0.0;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;450.0;453.0;458.0;461.0;411.8;599.0;435.7;496.2;DBBCACAEDABBCCCDBAECACDBCBAABBBABBEDBECBADCBD;ECEDDDDEBEBDABAAEECCDCBDEBACCEDECBBCADBEACEED;99999BDAEBABCBCECBAACCCBBECEDCCCEABDBABEAABABDDDAD;BAECACEDCCDBAEDBBDEBCAABDCEBAADBCABBDABABCCCD;1;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1.0;120.0;40.0;40.0;140.0;40.0;380.0;H;E;F;B;9;B;A;B;D;A;B;C;A;B;A;A;A;A;D;B;A;E;A;B;A
180007266193;2018;2;F;0.0;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;449.0;451.0;455.0;462.0;387.3;486.7;393.5;482.6;ABEDBCBDBDBBBDADBACAEDCBEECBCEBCDCACEDABEBDAA;CDABDBCBDDAAEBDABCEDDACDACABEDACEABCDABCDBCAD;ECBAC99999AADCEAEBADDDBAAABCDBDEBDACABABDCECBAEBEB;DACEACABBDECABAAAABDBDAAEDBCBCDBBCDEACADDEBBB;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1.0;120.0;120.0;100.0;100.0;60.0;500.0;C;E;A;B;4;B;A;C;E;B;C;B;A;B;A;A;A;A;B;B;A;C;A;A;A
180007281155;2018;4;F;;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0.0;1.0;1.0;0.0;;453.0;458.0;;;506.6;507.8;;;EBBCDDAACAECDEDEACCDBECDEBADAEDDCEBCDAECACAED;ACDEB99999DBAECCBAAABADBDBECBDBBBBAADDBBAAEBABACAE;;0;;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;;1.0;120.0;40.0;40.0;80.0;40.0;320.0;B;B;E;B;7;E;A;D;D;B;B;B;A;B;B;A;A;B;C;A;B;C;B;B;B
180007282626;2018;2;M;0.0;3;1;2;1.0;2.0;2.0;1.0;1301902;Itacoatiara;13;AM;0.0;0.0;0.0;0.0;;;;;;;;;;;;;0;;;;;;;;;;;;H;H;A;F;3;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;A;B;A;A
180007282641;2018;2;F;;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;447.0;452.0;456.0;459.0;438.8;504.2;429.4;474.8;ADCCEAAAEBDEADABCEBCCBCBCBDDCCACBACBBDDECDEBE;EECBBCDAAAABCACACEAEBEABEDEAEACABBBBACABEDDEB;AAADE99999ABBBEBAEEABABDDBCAEEACBEAEBCBACEEEADABEA;BADCECBDEEBAAADBDDAACDAACCADADAEDCDCEADADEEDA;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1.0;120.0;120.0;80.0;120.0;0.0;440.0;B;B;F;F;7;B;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A
180007282725;2018;3;M;0.0;3;1;2;1.0;2.0;2.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;449.0;451.0;455.0;462.0;421.6;575.2;449.4;568.0;EEECABEDCBAABDDEEDCBBCDDCAADDCACAECDCCACCECCC;DDACCACACBBECBBEDECEDCCCAEEEBAEEECDDAACADACEE;99999CAEDEABCCABDDABDBDEEDBECBBBBACCDBABEADAEACDBB;DBDCDCCDDAEDDCADABDACCECCDEEBDEDDDDBDDAEDCCDB;1;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1.0;120.0;120.0;120.0;120.0;80.0;560.0;H;H;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;B;A;A
180007291110;2018;4;F;0.0;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;449.0;451.0;455.0;462.0;436.9;658.0;616.1;641.1;DEBCCBCBCCDCDCDCBDBEBADACBAADBAADAACBDABEBDAD;CDCDDCDAECBABEEEBEEBCBCABCBEADEAEEBEEDCABBAEA;ABDEC99999CEEBABEBECDAEDDBBAABACBCEDBCCCBABEAACAEA;EDCAEEADCAAACEADAADCAEEDCDBBEEBADEABAEEAC.ABE;0;EBBEBACEDDEDDCBCCACBDDDAECAADBCEABEAEABDBCACE;CACDDBDDECCEDEEEBCEAEECBBEBEDBEDECBEBDCAABCDE;BBDECBBCDBCECBABDBEDACDDBBBEADECACEDBEBABCBEAECADA;ADCACEDDABEBBCBCADDACCCDEBBDAEEDBEXBCAEDABADA;1.0;160.0;120.0;120.0;180.0;60.0;640.0;H;E;C;D;6;B;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;B;A
180007293284;2018;3;M;;0;1;2;1.0;2.0;2.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;450.0;453.0;458.0;461.0;520.9;539.1;394.0;543.9;EACBBEACAACBAADCAAEBDADBBDCDCDCABDDBAAEEDCCAE;DABADEBCBDBEEAAEEAAACEBBADCDEBAAEDDCBAC*DBBCE;BADEC99999BBACDABADACBBAEDBAAEEACBCDDAABADBCBBECAA;AAEAAEADCEEDCBDEBCBDCABCACEACADDEADDACACAEDDC;0;ACEDEAEAEBECAADABBDBCEDEDDCDDABCCACBCACEBDEBB;ECCBBEBEDBEDBDDAEECDECBECACDEDEECDECAABBDEBCE;BCDEBDBCBBACDCBEAECBABADBBECECBDBBEABDADACEDECABED;EBBDEECCCDACEADCBCAAEBBCBCADAEDABADDADDABDBEX;1.0;120.0;120.0;140.0;100.0;60.0;540.0;B;C;A;A;7;C;A;B;C;A;B;A;A;A;A;A;A;A;B;A;A;B;A;A;A
180007300042;2018;9;M;0.0;3;1;2;2.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;0.0;0.0;0.0;0.0;;;;;;;;;;;;;1;;;;;;;;;;;;H;H;F;F;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
180007302902;2018;3;F;0.0;3;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;448.0;454.0;457.0;460.0;543.6;601.9;526.5;514.9;BABEEECBBABABCCBADDDBADBDABCDCABCADCBCCEBACBD;CDDCABEBACCDBAADEEBADDADCEEBECAEDCEEBCBBAAEAC;CDACE99999EDEDDBBDCDABDEDBDADABBBABAACDCCABBCABBDD;ECCCABBAEBAEBEAACEBAEDCEEDCACEEDBCBDBBDBEACBC;0;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1.0;120.0;120.0;100.0;120.0;100.0;560.0;C;F;A;D;4;D;A;B;C;A;B;B;A;B;A;B;A;A;B;A;B;D;A;A;A
180007311512;2018;3;M;0.0;2;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;447.0;452.0;456.0;459.0;490.2;592.6;487.0;405.2;ACDBEABCDEDECDDACDDBCBACCDCDBBACDDBBCACDDBBED;CEECACAABEADEAEACBECBDACBEACABCAABDDECBDBDEEB;CEEDC99999DBABDACABAACACBBCABAAECBDBDCBBDDCBABABCD;ACDBCECCEECCDDDBBCADCDDBDCBBCEDCDECABDEBCAABC;0;BDDEDBCACEBCCACDCDDAECAADBDBCEEAEAABEBEBBACED;AEECDECBEBDCACDEDEEDBDDEBCECDECAABEDBEBBEBECC;BBEDCCBBDBBBEADECACEDBEADABEDBABAECCBEABDDBACDCECB;ACEADCEBBDADAAEBBDDEDABADBEXCCCDBCAEEACBCDDAB;1.0;120.0;60.0;60.0;100.0;0.0;340.0;E;E;C;C;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
180007313121;2018;2;F;0.0;1;1;2;1.0;2.0;1.0;1.0;1301902;Itacoatiara;13;AM;1.0;1.0;1.0;1.0;448.0;454.0;457.0;460.0;487.3;509.5;606.2;604.0;BCAAADDCCDAEBEBBCEDCDBDEDDDCDAEBADCDAABADBAAE;BEADBCDADCCEACEDACCABDABEDAAEBBECCADBBCCAAECD;99999BADCBACADCABBAEEAECABDADDADACBAAEBCADBDABEBBD;ECACBDDBCEADAACCABAEEACAEAEBEDECAAADABDDEBADB;1;BCACEEBBBDACEDECAADDDABDBCCACDCBCEDEDABEBEAEA;CDECAABBDDECBEEDBEBBEBEDEEEBCEAEECECCDBDDCACD;CBEDBBBDCBECADBBBECBEAECABDADACDBABCECBBEDADABECED;ADAEDABBCAADBEXEBBDEEADCCCCDACEDDABCBCAAEBBDD;1.0;120.0;120.0;120.0;140.0;60.0;560.0;B;E;A;B;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;E;A;A;B
